Title,Date,Category,Link
"Baptist Medical Center South Agreed to Pay $131,000 for Allegedly Violating the Civil Monetary Penalties Law for Knowingly Retaining Overpayments","September 28, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baptist-medical-center-south-agreed-to-pay-131000-for-allegedly-violating-the-civil-monetary-penalties-law-for-knowingly-retaining-overpayments/
Carr: Child Behavioral Health Counselor Convicted Of Medicaid Fraud,"September 28, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-child-behavioral-health-counselor-convicted-of-medicaid-fraud/
"Robison Medical Resource Group and Gifted Nurses Agreed to Pay $934,000 to Resolve Self-Reported False Claims Liability in Connection with Small Business Contracts","September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/robison-medical-resource-group-and-gifted-nurses-agreed-to-pay-934000-to-resolve-self-reported-false-claims-liability-in-connection-with-small-business-contracts/
Owner Of Telemedicine Companies Pleads Guilty To $44 Million Medicare Fraud Scheme,"September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-telemedicine-companies-pleads-guilty-to-44-million-medicare-fraud-scheme/
"Toledo Couple Who Operated Clinic Sentenced For Mail, Wire, And Health Care Fraud","September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/toledo-couple-who-operated-clinic-sentenced-for-mail-wire-and-health-care-fraud/
Hospice Medical Director Sentenced For $150M Hospice Fraud Scheme,"September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150m-hospice-fraud-scheme/
Nurse Impostor Charged In Multi-Count Federal Indictment,"September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-charged-in-multi-count-federal-indictment/
Owner Of Home Health Company Convicted Of $2.8M Medicare Fraud Scheme,"September 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-company-convicted-of-28m-medicare-fraud-scheme/
United States Obtains More Than $370 Million In Judgments Against Kentucky Businessman And His Companies For Laboratory Testing Scheme That Targeted Medicare,"September 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-more-than-370-million-in-judgments-against-kentucky-businessman-and-his-companies-for-laboratory-testing-scheme-that-targeted-medicare/
Charlotte Doctor Is Found Guilty Of Making False Statements In Connection With $5 Million Durable Medical Equipment Scheme,"September 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-doctor-is-found-guilty-of-making-false-statements-in-connection-with-5-million-durable-medical-equipment-scheme/
Physician And Two Pharmacists Charged For $170M Fraud Scheme,"September 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-two-pharmacists-charged-for-170m-fraud-scheme/
Man Pleads Guilty to Illegally Distributing Over $16M of Adulterated HIV Medication,"September 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-illegally-distributing-over-16m-of-adulterated-hiv-medication/
TennCare Fraud Investigation Leads To Indictment Of Campbell County Woman,"September 25, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-indictment-of-campbell-county-woman/
Peggy Borgfeld Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration,"September 22, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/peggy-borgfeld-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
Virginia Medical Equipment Provider Ordered To Pay $12 M In Medicare Fraud Scheme As Civil Penalty,"September 22, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-medical-equipment-provider-ordered-to-pay-12-m-in-medicare-fraud-scheme-as-civil-penalty/
Former Railroad Employee Sentenced To Two And A Half Years In Federal Prison For Fraudulently Obtaining Disability Benefits,"September 22, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-railroad-employee-sentenced-to-two-and-a-half-years-in-federal-prison-for-fraudulently-obtaining-disability-benefits/
Queens Physician Settles Health Care Fraud Claims for $1.3 Million and Enters into Integrity Agreement to Ensure Future Compliance,"September 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-physician-settles-health-care-fraud-claims-for-13-million-and-enters-into-integrity-agreement-to-ensure-future-compliance/
Former Montana Department of Public Health and Human Services employee admits stealing money from federal aid programs,"September 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-montana-department-of-public-health-and-human-services-employee-admits-stealing-money-from-federal-aid-programs/
"Missouri Physicians and Pain Management Practices Agree to Pay Over $650,000 to Settle Kickback Allegations Involving Laboratory Testing","September 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-physicians-and-pain-management-practices-agree-to-pay-over-650000-to-settle-kickback-allegations-involving-laboratory-testing/
Nurse Practitioner Convicted of $200M Health Care Fraud Scheme,"September 21, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-convicted-of-200m-health-care-fraud-scheme/
Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,"September 21, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/chelmsford-couple-pleads-guilty-in-connection-with-medicaid-fraud-scheme-to-exploit-the/
Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,"September 21, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/chelmsford-couple-pleads-guilty-in-connection-with-medicaid-fraud-scheme-to-exploit-the-unhoused/
Charlotte Behavioral Health Services Provider Is Indicted For Defrauding The South Carolina Medicaid Program And COVID-19 Relief Fraud,"September 20, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/charlotte-behavioral-health-services-provider-is-indicted-for-defrauding-the-south-carolina-medicaid-program-and-covid-19-relief-fraud/
Repeat Offender Sentenced To A Total Of 90 Months In Prison For Money Laundering Of Medicare Fraud Proceeds,"September 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/repeat-offender-sentenced-to-a-total-of-90-months-in-prison-for-money-laundering-of-medicare-fraud-proceeds/
A Pain Management Physician Convicted Of Unlawfully Distributing Opioids,"September 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/a-pain-management-physician-convicted-of-unlawfully-distributing-opioids/
"Brickyard Healthcare – Willow Springs Care Center Agreed to Pay $35,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","September 20, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/brickyard-healthcare-willow-springs-care-center-agreed-to-pay-35000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Attorney General Bonta Announces $925,000 Settlement with Palm Springs Pharmacy","September 20, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-925000-settlement-with-palm-springs-pharmacy/
"Attorney General Moody Announces Arrest Of Care Provider For Overbilling More Than $13,000 To Medicaid Program","September 20, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-care-provider-for-overbilling-more-than-13000-to-medicaid-program/
Caretaker Sentenced in Case of First-Degree Assault and Vulnerable Adult Abuse,"September 19, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/caretaker-sentenced-in-case-of-first-degree-assault-and-vulnerable-adult-abuse/
United States Files False Claims Act Complaint Against Bournewood Health Systems And First Psychiatric Planners,"September 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-bournewood-health-systems-and-first-psychiatric-planners/
"Pharmacy Operators And Pharmacist Charged With $33 Million Health Care Fraud, Wire Fraud, And Kickback Conspiracy","September 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-operators-and-pharmacist-charged-with-33-million-health-care-fraud-wire-fraud-and-kickback-conspiracy/
Former Fresno Sleep Clinic Owner Pleads Guilty To Submitting Over $1 Million In Fraudulent Claims For Sleep Studies To Medicare,"September 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-pleads-guilty-to-submitting-over-1-million-in-fraudulent-claims-for-sleep-studies-to-medicare/
U.S. Settles False Claims Act Lawsuit Against Cardiologist And His Medical Practice For Paying Millions In Kickbacks For Referrals,"September 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-settles-false-claims-act-lawsuit-against-cardiologist-and-his-medical-practice-for-paying-millions-in-kickbacks-for-referrals/
Attorney General James Secures More Than $3 Million  from Health Care Company for Illegal Kickback Scheme,"September 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-3-million-from-health-care-company-for-illegal-kickback-scheme/
Attorney General James Secures More Than $3 Million from Health Care Company for Illegal Kickback Scheme,"September 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-3-million-from-health-care-company-for-illegal-kickback/
"Klaus Peter Rentrop, MD Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration","September 15, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/klaus-peter-rentrop-md-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
New Hampshire Doctor Indicted for Unlawfully Distributing Opioids and Benzodiazepines,"September 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-hampshire-doctor-indicted-for-unlawfully-distributing-opioids-and-benzodiazepines/
Toxicology Lab Owner Pleads Guilty to Health Care Fraud and Tax Evasion; Lab Officer Pleads Guilty to Health Care Fraud,"September 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/toxicology-lab-owner-pleads-guilty-to-health-care-fraud-and-tax-evasion-lab-officer-pleads-guilty-to-health-care-fraud/
Physical Therapist Convicted for Paying Health Care Kickbacks,"September 15, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physical-therapist-convicted-for-paying-health-care-kickbacks/
Individual Indicted for Prescription Fraud and Illegal Distribution Scheme,"September 15, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/individual-indicted-for-prescription-fraud-and-illegal-distribution/
Individual Indicted For Prescription Fraud And Illegal Distribution Scheme,"September 15, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/individual-indicted-for-prescription-fraud-and-illegal-distribution-scheme/
"Former Missouri Doctor Sentenced to 22 Months in Prison for Defrauding Medicare, Medicaid","September 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-missouri-doctor-sentenced-to-22-months-in-prison-for-defrauding-medicare-medicaid/
Laboratory Owner Sentenced to 36 Months in Federal Prison for Healthcare Kickback Scheme,"September 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-owner-sentenced-to-36-months-in-federal-prison-for-healthcare-kickback-scheme/
"Pharmacist Convicted for Conspiring to Unlawfully Dispense Over 100,000 Opioid Pills","September 14, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-for-conspiring-to-unlawfully-dispense-over-100000-opioid-pills/
"Advanced Garden State Cardiology Agreed to Pay $159,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual and Submitting Claims for Services Provided by an Unlicensed and Excluded Individual","September 14, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/advanced-garden-state-cardiology-agreed-to-pay-159000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual-and-submitting-claims-for-services-provided-by-an-unlicensed-and-excluded-individual/
"Nurse Indicted, Charged in TBI Drug Theft Case","September 14, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nurse-indicted-charged-in-tbi-drug-theft-case/
"U.S. Attorney Announces Charges Against Five Individuals For Over $20 Million Health Care Fraud, Money Laundering, And Kickbacks Scheme","September 13, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-charges-against-five-individuals-for-over-20-million-health-care-fraud-money-laundering-and-kickbacks-scheme/
Dermatology Management Company To Pay $8.9 Million To Resolve Self-Reported False Claims Act Liability,"September 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dermatology-management-company-to-pay-89-million-to-resolve-self-reported-false-claims-act-liability/
"Frederick Medical Practice Pays The United States More Than $850,000 To Resolve Claims That It Inappropriately Billed For Medical Services","September 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/frederick-medical-practice-pays-the-united-states-more-than-850000-to-resolve-claims-that-it-inappropriately-billed-for-medical-services/
"KC Daycare Owner Pleads Guilty To $772,000 Fraud Scheme","September 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kc-daycare-owner-pleads-guilty-to-772000-fraud-scheme/
Colorado Psychiatry Practice And Owner Agree To Pay $1.9 Million To Settle Allegations Of Fraudulent Billing,"September 11, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-psychiatry-practice-and-owner-agree-to-pay-19-million-to-settle-allegations-of-fraudulent-billing/
